NC_002695.2	2461	231161	2	2	0	33	4	13
NC_002695.2	2463	231866	1	1	0	0	4	12
NC_002695.2	2463	231871	1	1	0	2	45	14
NC_002695.2	2496	230432	1	1	0	0	11	12
NC_002695.2	2920	230829	1	1	0	3	241	12
NC_002695.2	3205	76410	2	2	0	0	4	12
NC_002695.2	3580	3648	1	1	0	1	0	32
NC_002695.2	5692	31154	2	2	0	0	1	24
NC_002695.2	8372	31154	2	2	0	1	0	20
NC_002695.2	8483	31151	2	2	0	1	0	27
NC_002695.2	8501	31151	2	2	0	0	1	27
NC_002695.2	8519	8621	1	1	0	1	0	19
NC_002695.2	8533	31154	2	2	0	1	0	20
NC_002695.2	8770	31165	1	1	0	1	0	13
NC_002695.2	8774	31154	2	2	0	1	0	24
NC_002695.2	8779	8806	2	2	0	1	0	26
NC_002695.2	9078	31165	1	1	0	1	0	13
NC_002695.2	9179	31151	2	2	0	1	0	26
NC_002695.2	9205	9231	1	1	0	1	0	37
NC_002695.2	9247	31154	2	2	0	5	0	20
NC_002695.2	9263	31165	1	1	0	1	0	13
NC_002695.2	10857	231826	1	1	0	0	7	13
NC_002695.2	10926	230260	2	2	0	2	3	16
NC_002695.2	12204	31154	2	2	0	1	0	20
NC_002695.2	13113	231913	2	2	0	0	17	13
NC_002695.2	15360	31165	1	1	0	1	0	13
NC_002695.2	15673	31151	2	2	0	4	0	27
NC_002695.2	15673	2504650	2	2	0	13	0	22
NC_002695.2	15675	31151	2	2	0	1	0	23
NC_002695.2	15675	31154	2	2	0	1	0	24
NC_002695.2	15675	346786	2	2	0	0	8	20
NC_002695.2	15679	31934	2	2	0	0	2	16
NC_002695.2	15679	159418	2	2	0	0	89	16
NC_002695.2	15679	285891	2	2	0	2	89	16
NC_002695.2	18306	231866	1	1	0	0	5	12
NC_002695.2	18582	231890	1	1	0	1	3	15
NC_002695.2	19677	231225	1	1	0	3	1	12
NC_002695.2	20044	229847	1	1	0	0	18	13
NC_002695.2	22226	231722	1	1	0	4	0	17
NC_002695.2	22226	232081	1	1	0	28	37	18
NC_002695.2	27738	31151	2	2	0	1	0	26
NC_002695.2	27745	230956	1	1	0	4	0	15
NC_002695.2	28121	130668	1	1	0	0	33	15
NC_002695.2	29616	31154	2	2	0	1	0	24
NC_002695.2	30050	31154	2	2	0	1	0	24
NC_002695.2	32747	230727	2	2	0	0	3	13
NC_002695.2	32906	229700	2	2	0	7	1	23
NC_002695.2	34707	231826	1	1	0	0	27	13
NC_002695.2	35120	232081	1	1	0	2	2	15
NC_002695.2	35123	231811	1	1	0	3	0	18
NC_002695.2	35266	133184	1	1	0	2	0	15
NC_002695.2	35266	229423	1	1	0	3	0	15
NC_002695.2	35489	47776	2	2	0	0	1	12
NC_002695.2	38689	231209	1	1	0	0	23	14
NC_002695.2	41587	231093	1	1	0	0	3	12
NC_002695.2	42694	286165	2	2	0	21	1	12
NC_002695.2	44829	229647	2	2	0	0	4	12
NC_002695.2	45397	227441	2	2	0	0	22	13
NC_002695.2	45397	231882	2	2	0	6	5	12
NC_002695.2	45722	229356	1	1	0	3	1	13
NC_002695.2	45722	230141	1	1	0	0	3	13
NC_002695.2	45722	230164	1	1	0	2	1	13
NC_002695.2	47285	230260	2	2	0	2	3	14
NC_002695.2	47352	229503	2	2	0	0	3	14
NC_002695.2	48842	231150	1	1	0	1	4	12
NC_002695.2	49679	227805	1	1	0	0	8	12
NC_002695.2	50351	227424	2	2	0	0	3	12
NC_002695.2	50351	227733	2	2	0	0	5	13
NC_002695.2	50351	231725	2	2	0	0	3	14
NC_002695.2	50702	62007	1	1	0	1	0	13
NC_002695.2	52286	230503	2	2	0	5	0	13
NC_002695.2	59626	230260	2	2	0	3	12	12
NC_002695.2	60202	231043	1	1	0	0	4	12
NC_002695.2	60452	232152	1	1	0	2	3	13
NC_002695.2	60782	227111	1	1	0	0	50	12
NC_002695.2	61827	231882	2	2	0	0	3	12
NC_002695.2	63373	229447	2	2	0	2	155	15
NC_002695.2	63862	229895	1	1	0	0	5	12
NC_002695.2	63979	85496	1	1	0	1	0	14
NC_002695.2	66191	230829	1	1	0	0	243	13
NC_002695.2	69264	232132	2	2	0	8	0	12
NC_002695.2	71573	71657	1	3	0	0	1	26
NC_002695.2	80664	231765	2	2	0	0	15	13
NC_002695.2	83321	119276	1	1	0	5	5	12
NC_002695.2	83363	231404	1	1	0	0	14	13
NC_002695.2	84607	230962	1	1	0	0	3	16
NC_002695.2	84830	229983	2	2	0	1	3	12
NC_002695.2	87269	231882	2	2	0	0	3	15
NC_002695.2	89162	231866	1	1	0	1	6	12
NC_002695.2	89275	228026	2	2	0	3	0	12
NC_002695.2	89284	231890	1	1	0	3	0	20
NC_002695.2	89796	227784	1	1	0	0	27	14
NC_002695.2	90923	231848	1	1	0	0	4	13
NC_002695.2	91401	227638	2	2	0	9	6	13
NC_002695.2	91401	230543	2	2	0	0	3	12
NC_002695.2	91401	231364	2	2	0	5	2	12
NC_002695.2	91401	231919	2	2	0	3	0	12
NC_002695.2	92757	229097	1	1	0	0	18	16
NC_002695.2	92985	93125	1	1	0	1	0	37
NC_002695.2	93498	231760	1	1	0	0	6	13
NC_002695.2	94797	230956	1	1	0	0	3	17
NC_002695.2	97289	200423	2	2	0	3	0	13
NC_002695.2	99002	108596	1	1	0	1	0	21
NC_002695.2	101139	101201	2	2	0	1	0	31
NC_002695.2	101921	150250	2	2	0	0	1	21
NC_002695.2	102467	231840	1	1	0	1	8	12
NC_002695.2	102611	231760	1	1	0	29	18	13
NC_002695.2	103013	107592	1	1	0	0	1	14
NC_002695.2	104721	231826	1	1	0	0	22	15
NC_002695.2	104721	231866	1	1	0	18	23	12
NC_002695.2	104721	231871	1	1	0	3	1	12
NC_002695.2	105174	227418	2	2	0	1	2	23
NC_002695.2	107633	194237	1	1	0	0	2	16
NC_002695.2	109758	228513	2	2	0	1	2	13
NC_002695.2	111488	230260	2	2	0	7	9	13
NC_002695.2	111847	159421	2	2	0	1	0	13
NC_002695.2	112129	159418	2	2	0	0	1	16
NC_002695.2	112919	231866	1	1	0	0	14	13
NC_002695.2	113095	229891	1	1	0	0	10	13
NC_002695.2	114277	230426	1	1	0	0	3	12
NC_002695.2	115777	231871	1	1	0	2	1	12
NC_002695.2	116596	231744	1	1	0	0	3	13
NC_002695.2	118427	227934	1	1	0	0	4	16
NC_002695.2	118427	229373	1	1	0	0	3	16
NC_002695.2	118427	231729	1	1	0	0	4	16
NC_002695.2	120264	230260	2	2	0	1	28	14
NC_002695.2	123525	128839	1	1	0	1	0	16
NC_002695.2	126521	231890	1	1	0	0	3	12
NC_002695.2	126900	231801	2	2	0	0	4	12
NC_002695.2	126907	231744	1	1	0	0	4	19
NC_002695.2	127321	230295	1	1	0	0	3	14
NC_002695.2	128829	159421	2	2	0	1	0	13
NC_002695.2	129419	138971	1	1	0	3	1	12
NC_002695.2	129419	231911	1	1	0	0	4	14
NC_002695.2	129742	230260	2	2	0	1	5	14
NC_002695.2	129901	229453	1	1	0	0	2	14
NC_002695.2	130339	130950	1	1	0	0	1	19
NC_002695.2	130468	227605	2	2	0	0	4	12
NC_002695.2	130860	130950	1	1	0	1	0	23
NC_002695.2	130971	230670	1	1	0	3	1	15
NC_002695.2	130971	231840	1	1	0	9	10	14
NC_002695.2	130971	231911	1	1	0	2	2	18
NC_002695.2	131233	229282	2	2	0	0	2	12
NC_002695.2	131245	227677	1	1	0	0	3	13
NC_002695.2	131834	230081	2	2	0	3	0	18
NC_002695.2	132016	230635	1	1	0	1	1	12
NC_002695.2	132235	143205	1	1	0	8	7	13
NC_002695.2	133122	231725	2	2	0	0	4	14
NC_002695.2	133513	170502	1	1	0	0	1	16
NC_002695.2	133656	232101	1	1	0	2	2	14
NC_002695.2	133995	231722	1	1	0	0	2	13
NC_002695.2	134212	232145	2	2	0	0	54	13
NC_002695.2	134290	231729	1	1	0	2	0	12
NC_002695.2	134611	231561	1	1	0	0	2	14
NC_002695.2	135332	231209	1	1	0	1	5	12
NC_002695.2	135487	230256	1	1	0	6	2	14
NC_002695.2	135800	230075	2	2	0	0	24	13
NC_002695.2	135800	231088	2	2	0	1	1	12
NC_002695.2	135800	232132	2	2	0	1	1	12
NC_002695.2	136661	227136	2	2	0	0	4	13
NC_002695.2	136888	136911	2	2	0	1	0	23
NC_002695.2	137026	230543	2	2	0	0	2	17
NC_002695.2	137735	231559	1	1	0	2	0	12
NC_002695.2	137956	231882	2	2	0	0	12	12
NC_002695.2	138332	230426	1	1	0	2	1	13
NC_002695.2	138871	231882	2	2	0	1	3	12
NC_002695.2	139033	228294	2	2	0	0	7	12
NC_002695.2	140111	231871	1	1	0	0	3	14
NC_002695.2	140481	232132	2	2	0	2	3	12
NC_002695.2	141473	231095	2	2	0	0	2	12
NC_002695.2	141933	230962	1	1	0	2	1	20
NC_002695.2	143152	230580	1	1	0	2	0	18
NC_002695.2	143657	231890	1	1	0	0	4	17
NC_002695.2	146981	228249	2	2	0	0	2	12
NC_002695.2	148684	148760	2	2	0	1	0	36
NC_002695.2	148952	227559	1	1	0	0	2	13
NC_002695.2	149004	2029067	1	1	0	0	10	12
NC_002695.2	150448	230829	1	1	0	0	2	12
NC_002695.2	152325	152527	1	1	0	1	0	28
NC_002695.2	152325	232081	1	1	0	1	1	12
NC_002695.2	152356	231882	2	2	0	0	2	13
NC_002695.2	152384	194155	0	0	0	3	0	30
NC_002695.2	153064	231911	1	1	0	6	0	12
NC_002695.2	155476	231009	2	2	0	4	19	12
NC_002695.2	156184	231866	1	1	0	2	0	15
NC_002695.2	157285	232139	1	1	0	0	3	16
NC_002695.2	157335	227745	2	2	0	0	2	18
NC_002695.2	158469	228004	1	1	0	0	5	12
NC_002695.2	158599	229415	1	1	0	0	2	15
NC_002695.2	160858	231572	2	2	0	0	4	12
NC_002695.2	162617	231826	1	1	0	0	2	14
NC_002695.2	163006	231890	1	1	0	0	2	17
NC_002695.2	163437	232079	2	2	0	0	2	12
NC_002695.2	163442	231871	1	1	0	4	2	17
NC_002695.2	163531	231667	1	1	0	0	2	20
NC_002695.2	167310	230662	1	1	0	0	17	13
NC_002695.2	168007	231927	1	1	0	0	2	15
NC_002695.2	169925	231856	2	2	0	0	2	16
NC_002695.2	170170	229363	1	1	0	0	2	13
NC_002695.2	173866	229629	1	1	0	0	3	13
NC_002695.2	173866	231811	1	1	0	3	2	13
NC_002695.2	175785	232136	1	1	0	0	5	13
NC_002695.2	177000	230327	1	1	0	0	2	14
NC_002695.2	177168	230260	2	2	0	2	0	13
NC_002695.2	178105	189283	2	2	0	0	1	13
NC_002695.2	178361	228145	1	1	0	1	0	14
NC_002695.2	179624	228208	1	1	0	1	0	13
NC_002695.2	180205	231225	1	1	0	0	3	21
NC_002695.2	180308	228322	1	1	0	1	0	14
NC_002695.2	180470	231911	1	1	0	0	3	12
NC_002695.2	181124	228081	2	2	0	1	0	13
NC_002695.2	181135	227177	1	1	0	0	1	12
NC_002695.2	181135	227686	1	1	0	0	1	12
NC_002695.2	181135	230398	1	1	0	0	1	12
NC_002695.2	181147	228266	1	1	0	0	1	24
NC_002695.2	181666	227752	1	1	0	0	1	15
NC_002695.2	181867	231541	2	2	0	0	1	19
NC_002695.2	181892	230194	2	2	0	0	1	18
NC_002695.2	181915	231360	1	1	0	0	1	13
NC_002695.2	182129	230011	2	2	0	0	1	13
NC_002695.2	183477	228283	1	1	0	1	0	13
NC_002695.2	183596	227776	1	1	0	0	1	12
NC_002695.2	183596	228616	1	1	0	0	1	14
NC_002695.2	183882	229318	2	2	0	1	0	12
NC_002695.2	184277	230618	1	1	0	0	1	13
NC_002695.2	184277	231866	1	1	0	1	0	12
NC_002695.2	184416	231744	1	1	0	0	1	12
NC_002695.2	184469	231099	1	1	0	0	1	13
NC_002695.2	184777	227682	2	2	0	0	1	18
NC_002695.2	184932	230731	1	1	0	0	3	12
NC_002695.2	185105	232120	2	2	0	0	1	16
NC_002695.2	185137	230740	1	1	0	0	1	12
NC_002695.2	185225	230829	1	1	0	0	4	14
NC_002695.2	185232	231690	2	2	0	0	1	14
NC_002695.2	185259	231911	1	1	0	0	8	13
NC_002695.2	185523	222064	1	1	0	0	1	14
NC_002695.2	185810	231725	2	2	0	0	1	12
NC_002695.2	186086	227219	1	1	0	0	3	14
NC_002695.2	186086	230432	1	1	0	1	0	13
NC_002695.2	186086	231866	1	1	0	1	0	12
NC_002695.2	186176	227590	2	2	0	0	1	12
NC_002695.2	186317	230722	1	1	0	1	0	12
NC_002695.2	186426	227147	1	1	0	1	0	14
NC_002695.2	186452	227832	1	1	0	0	1	12
NC_002695.2	186811	231378	1	1	0	0	1	13
NC_002695.2	187158	231927	1	1	0	1	0	15
NC_002695.2	187332	230676	1	1	0	1	0	13
NC_002695.2	187332	231722	1	1	0	0	1	13
NC_002695.2	187552	230510	1	1	0	1	0	13
NC_002695.2	187821	231866	1	1	0	0	1	14
NC_002695.2	187897	231871	1	1	0	0	1	12
NC_002695.2	188253	231009	2	2	0	0	1	12
NC_002695.2	188517	231150	1	1	0	0	1	12
NC_002695.2	188546	227559	1	1	0	0	1	15
NC_002695.2	188546	227992	1	1	0	0	1	18
NC_002695.2	188546	230392	1	1	0	1	0	19
NC_002695.2	188592	230262	2	2	0	1	8	13
