article_id,idf
10,8.888709524182016
100,7.9078802711702885
1000,8.041411663794811
1001,8.888709524182016
1002,8.888709524182016
1003,8.041411663794811
1005,8.601027451730232
1006,9.29417463229018
1007,9.29417463229018
1008,9.29417463229018
1009,8.888709524182016
101,7.589426540051753
1010,8.601027451730232
1011,9.29417463229018
1012,8.377883900416023
1013,8.888709524182016
1014,8.888709524182016
1015,9.29417463229018
1016,8.888709524182016
1017,8.888709524182016
1018,8.888709524182016
1019,8.377883900416023
102,7.9078802711702885
1020,8.888709524182016
1021,9.29417463229018
1022,9.29417463229018
1023,8.601027451730232
1024,9.29417463229018
1025,8.888709524182016
1026,8.888709524182016
1027,8.888709524182016
1028,8.888709524182016
103,7.9078802711702885
1030,8.601027451730232
1031,8.377883900416023
1032,8.377883900416023
1033,8.601027451730232
1034,8.377883900416023
1035,8.888709524182016
1036,8.601027451730232
1037,8.601027451730232
1039,8.601027451730232
104,9.29417463229018
1041,8.888709524182016
1042,8.888709524182016
1043,8.601027451730232
1044,8.041411663794811
1045,7.790097235513905
1047,8.377883900416023
1048,8.377883900416023
1049,9.29417463229018
105,7.684736719856078
1050,8.377883900416023
1051,8.377883900416023
1052,8.601027451730232
1053,8.377883900416023
1054,8.377883900416023
1055,8.041411663794811
1056,8.888709524182016
1057,8.601027451730232
1058,9.29417463229018
1059,9.29417463229018
106,8.888709524182016
1060,8.601027451730232
1061,9.29417463229018
1062,8.195562343622068
1063,8.377883900416023
1064,8.888709524182016
1065,8.377883900416023
1066,8.377883900416023
1067,8.195562343622068
1068,8.377883900416023
1069,8.601027451730232
1070,8.888709524182016
1071,9.29417463229018
1072,8.601027451730232
1073,9.29417463229018
1074,9.29417463229018
1075,8.601027451730232
1076,8.195562343622068
1077,9.29417463229018
1079,9.29417463229018
108,9.29417463229018
1080,8.377883900416023
1081,8.195562343622068
1082,8.601027451730232
1083,8.601027451730232
1084,8.888709524182016
1085,8.601027451730232
1086,8.601027451730232
1087,8.601027451730232
1088,8.601027451730232
1089,8.601027451730232
109,9.29417463229018
1090,8.601027451730232
1091,8.601027451730232
1092,9.29417463229018
1093,8.195562343622068
1094,9.29417463229018
1095,9.29417463229018
1096,9.29417463229018
1098,9.29417463229018
1099,8.377883900416023
11,8.601027451730232
1101,8.888709524182016
1102,8.195562343622068
1103,8.041411663794811
1104,9.29417463229018
1105,8.601027451730232
1107,8.377883900416023
1109,8.601027451730232
1110,8.888709524182016
1111,8.377883900416023
1112,8.601027451730232
1114,8.888709524182016
1116,8.888709524182016
1117,9.29417463229018
1118,8.377883900416023
1119,8.888709524182016
1120,8.601027451730232
1121,8.601027451730232
1122,8.601027451730232
1123,9.29417463229018
1124,8.377883900416023
1125,8.888709524182016
1126,8.601027451730232
1127,8.888709524182016
1128,8.377883900416023
1129,8.601027451730232
113,9.29417463229018
1130,9.29417463229018
1131,8.601027451730232
1132,8.888709524182016
1133,8.377883900416023
1134,8.888709524182016
1135,8.377883900416023
1136,8.888709524182016
1137,8.601027451730232
1138,9.29417463229018
1139,9.29417463229018
1140,8.601027451730232
1141,8.377883900416023
1142,8.601027451730232
1143,9.29417463229018
1144,8.041411663794811
1145,9.29417463229018
1146,9.29417463229018
1147,8.377883900416023
1148,8.888709524182016
1149,9.29417463229018
115,8.888709524182016
1150,8.888709524182016
1151,8.377883900416023
1154,9.29417463229018
1155,9.29417463229018
1156,8.377883900416023
1157,8.195562343622068
1158,8.195562343622068
1159,8.888709524182016
116,9.29417463229018
1160,8.888709524182016
1161,8.377883900416023
1162,8.601027451730232
1163,8.601027451730232
1164,8.888709524182016
1165,9.29417463229018
1166,8.888709524182016
1168,8.601027451730232
1169,7.790097235513905
1170,7.9078802711702885
1171,8.195562343622068
1172,8.601027451730232
1173,9.29417463229018
1174,8.377883900416023
1175,8.195562343622068
1176,8.195562343622068
1177,9.29417463229018
1178,8.377883900416023
1179,8.888709524182016
118,9.29417463229018
1180,8.888709524182016
1181,8.601027451730232
1182,8.601027451730232
1183,8.888709524182016
1184,8.601027451730232
1185,9.29417463229018
1186,8.888709524182016
1187,8.888709524182016
1188,8.888709524182016
1189,8.888709524182016
1190,8.601027451730232
1191,9.29417463229018
1192,9.29417463229018
1193,9.29417463229018
1194,8.601027451730232
1195,8.888709524182016
1196,8.888709524182016
1198,8.377883900416023
1199,8.601027451730232
120,8.888709524182016
1200,8.195562343622068
1202,8.377883900416023
1203,8.601027451730232
1204,8.601027451730232
1205,8.601027451730232
1206,8.888709524182016
1207,7.9078802711702885
121,9.29417463229018
1210,8.888709524182016
1211,8.601027451730232
1212,8.377883900416023
1213,9.29417463229018
1215,8.888709524182016
1216,8.888709524182016
1217,8.377883900416023
1218,8.195562343622068
1221,8.195562343622068
1222,9.29417463229018
1223,8.888709524182016
1224,8.377883900416023
1226,8.377883900416023
1227,8.377883900416023
1228,8.601027451730232
1229,8.888709524182016
123,9.29417463229018
1230,8.041411663794811
1231,8.888709524182016
1232,9.29417463229018
1233,8.601027451730232
1234,8.888709524182016
1235,9.29417463229018
1236,8.601027451730232
1237,9.29417463229018
1239,8.601027451730232
124,9.29417463229018
1240,8.888709524182016
1241,8.888709524182016
1242,9.29417463229018
1244,8.888709524182016
1245,8.377883900416023
1247,8.195562343622068
1248,8.601027451730232
1249,8.888709524182016
125,9.29417463229018
1250,8.888709524182016
1251,8.888709524182016
1252,8.888709524182016
1253,8.601027451730232
1254,8.888709524182016
1255,8.377883900416023
1256,9.29417463229018
1257,8.888709524182016
1258,9.29417463229018
1259,8.888709524182016
1260,8.888709524182016
1261,8.377883900416023
1262,9.29417463229018
1263,8.377883900416023
1264,8.601027451730232
1265,8.601027451730232
1266,9.29417463229018
1267,8.888709524182016
1268,8.601027451730232
1269,8.601027451730232
1270,8.601027451730232
1271,8.377883900416023
1272,8.601027451730232
1273,9.29417463229018
1274,8.601027451730232
1275,8.601027451730232
1276,8.888709524182016
1277,8.888709524182016
1278,8.888709524182016
1279,8.888709524182016
1280,8.377883900416023
1281,9.29417463229018
1282,8.377883900416023
1283,8.377883900416023
1284,8.888709524182016
1286,8.888709524182016
1287,8.888709524182016
1288,9.29417463229018
1289,8.888709524182016
1290,8.377883900416023
1291,8.377883900416023
1292,8.601027451730232
1293,8.888709524182016
1294,8.601027451730232
1295,8.601027451730232
1296,8.888709524182016
1297,8.377883900416023
1298,8.888709524182016
1299,8.601027451730232
13,9.29417463229018
1300,8.601027451730232
1301,8.888709524182016
1302,8.888709524182016
1303,8.377883900416023
1304,8.377883900416023
1307,9.29417463229018
1308,8.377883900416023
1309,8.377883900416023
131,9.29417463229018
1310,8.601027451730232
1311,8.888709524182016
1314,9.29417463229018
1315,8.601027451730232
1316,8.888709524182016
1317,8.377883900416023
1318,8.195562343622068
1319,8.888709524182016
132,9.29417463229018
1320,8.041411663794811
1321,8.888709524182016
1322,8.601027451730232
1323,9.29417463229018
1324,9.29417463229018
1326,8.195562343622068
1327,8.041411663794811
1328,8.041411663794811
1329,9.29417463229018
1330,8.888709524182016
1331,8.601027451730232
1332,8.601027451730232
1333,9.29417463229018
1334,8.888709524182016
1335,9.29417463229018
1336,8.195562343622068
1337,8.888709524182016
1338,8.377883900416023
1339,8.888709524182016
1340,8.195562343622068
1341,8.888709524182016
1342,8.601027451730232
1343,8.888709524182016
1344,8.601027451730232
1345,8.601027451730232
1346,8.888709524182016
1347,8.888709524182016
1348,8.888709524182016
1349,8.377883900416023
1350,8.195562343622068
1351,8.888709524182016
1352,9.29417463229018
1353,8.888709524182016
1355,8.888709524182016
1356,8.601027451730232
1357,8.888709524182016
1358,8.888709524182016
1359,8.377883900416023
136,9.29417463229018
1360,9.29417463229018
1361,8.888709524182016
1363,9.29417463229018
1364,8.888709524182016
1366,8.377883900416023
1367,9.29417463229018
1368,9.29417463229018
1369,8.601027451730232
1370,8.888709524182016
1371,8.601027451730232
1372,8.601027451730232
1373,8.377883900416023
1374,8.888709524182016
1375,9.29417463229018
1376,8.377883900416023
1377,8.377883900416023
1378,9.29417463229018
1379,8.888709524182016
1380,8.601027451730232
1381,9.29417463229018
1382,9.29417463229018
1383,8.601027451730232
1384,8.888709524182016
1385,8.888709524182016
1386,8.888709524182016
1388,8.888709524182016
1389,8.888709524182016
1390,8.601027451730232
1391,8.888709524182016
1393,8.377883900416023
1394,9.29417463229018
1395,9.29417463229018
1396,9.29417463229018
1398,8.377883900416023
1399,8.888709524182016
14,8.377883900416023
1400,9.29417463229018
1401,8.601027451730232
1402,8.601027451730232
1403,9.29417463229018
1404,8.377883900416023
1405,8.601027451730232
1406,9.29417463229018
1407,8.888709524182016
1408,8.601027451730232
1409,9.29417463229018
141,9.29417463229018
1410,8.888709524182016
1411,8.888709524182016
1412,8.888709524182016
1413,9.29417463229018
1414,8.601027451730232
1415,9.29417463229018
1416,8.888709524182016
1417,9.29417463229018
1418,9.29417463229018
1419,8.888709524182016
1420,8.377883900416023
1422,7.9078802711702885
1423,8.601027451730232
1424,8.601027451730232
1425,9.29417463229018
1426,8.888709524182016
1427,8.601027451730232
1428,8.377883900416023
1429,8.195562343622068
143,9.29417463229018
1430,8.195562343622068
1431,8.888709524182016
1432,8.377883900416023
1433,9.29417463229018
1434,8.888709524182016
1435,8.888709524182016
1437,8.377883900416023
1438,9.29417463229018
1439,9.29417463229018
144,9.29417463229018
1440,8.888709524182016
1441,8.888709524182016
1442,8.888709524182016
1443,8.195562343622068
1445,9.29417463229018
1446,8.601027451730232
1447,8.601027451730232
1448,8.888709524182016
1449,7.9078802711702885
1451,9.29417463229018
1452,8.601027451730232
1453,8.888709524182016
1454,9.29417463229018
1456,8.888709524182016
1457,8.888709524182016
1458,8.888709524182016
1459,8.601027451730232
146,9.29417463229018
1460,8.195562343622068
1461,9.29417463229018
1462,8.601027451730232
1464,8.601027451730232
1465,8.888709524182016
1466,8.377883900416023
1467,8.195562343622068
1468,8.888709524182016
1469,8.377883900416023
147,9.29417463229018
1470,9.29417463229018
1471,8.195562343622068
1472,9.29417463229018
1474,8.601027451730232
1475,8.195562343622068
1476,8.601027451730232
1477,9.29417463229018
1478,8.888709524182016
1479,9.29417463229018
1480,8.601027451730232
1481,9.29417463229018
1482,8.888709524182016
1483,8.888709524182016
1484,8.601027451730232
1485,8.195562343622068
1486,8.601027451730232
1487,8.377883900416023
1488,8.377883900416023
1489,8.601027451730232
1490,8.888709524182016
1491,9.29417463229018
1492,9.29417463229018
1493,8.601027451730232
1494,8.195562343622068
1495,8.601027451730232
1496,8.888709524182016
1498,8.195562343622068
1499,8.888709524182016
15,8.888709524182016
1501,8.888709524182016
1502,8.377883900416023
